"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
46.6579470515552,1.16830478079313,0.35164391109049,3.32240867521373,0.000892438795573855,0.0138048580422966
36.3974499949896,-1.2666544556654,0.383509263499771,-3.302800156915,0.000957245804962799,0.0146923290588902
32.6247250841852,1.29255528295799,0.397147112749152,3.25460072971599,0.00113551883533532,0.0166217895398559
48.3639694680582,1.150132850863,0.355357461857035,3.23655185078317,0.0012098324498864,0.0174509500002318
26.6419862278478,-1.60167884739316,0.495304451708455,-3.23372592729278,0.00122186650396826,0.0175285731045683
988.809541726617,1.21620568599907,0.37660081012685,3.22942928771029,0.00124037551133249,0.017734407190408
35.1398397193797,1.31626894352739,0.408400526117703,3.22298542570446,0.00126862008341911,0.0180518585947549
44.7749879790911,1.20936701990201,0.375354518940314,3.22193275657436,0.00127329014393453,0.0180963333542908
32.8405667014924,1.30844882725618,0.407147632048933,3.21369627196781,0.00131038205335447,0.0184962766798936
47.4023427205649,-1.02562832047899,0.320272022654162,-3.20236626346375,0.00136303573385471,0.0190929771969712
50.975477803414,1.04789555121093,0.330408570911474,3.17151443232898,0.00151646332617485,0.0206478077996652
214.367005592553,1.60024662238975,0.507828092585151,3.15115812960155,0.00162624419167955,0.0216590517491677
43.1113135647228,1.08908437473978,0.348720683503778,3.12308511154882,0.00178965986558755,0.0233438389563313
47.6471770872375,-1.12163813895839,0.362649407991465,-3.09289940709013,0.00198211309599078,0.0254757934426977
45.8535757631373,-1.18926562764466,0.384926438621024,-3.08959195399811,0.00200431651601016,0.0256153919172228
24.3841989563138,1.65743549120219,0.540096393895195,3.06877718484418,0.00214936832909865,0.0269036927274114
22.8702254116324,-1.46812446856509,0.4798198906897,-3.05974074241647,0.00221528665788274,0.0273391621970868
66.7502836246768,1.00653725470208,0.331928087782699,3.03239554514899,0.00242621050974529,0.0293465661427416
818.843360992625,1.41821444182912,0.471494504622245,3.00791298292091,0.00263048445656891,0.0311734098754857
26.1676491410058,1.31309804089327,0.439917552233799,2.98487303865385,0.00283696047298545,0.0330290202583722
1672.1161343504,-1.0105199115197,0.344459333684687,-2.93364067308076,0.00335011803256672,0.0374289865560758
32.7564420495523,-1.1855915371263,0.405733987863988,-2.92209076042143,0.00347690205944283,0.0381975987892507
25.0744549668083,1.39643611589579,0.478937967712449,2.91569307517128,0.003548994412786,0.0387740516045154
46.0137260043496,-1.07432988715126,0.369026052919991,-2.91125756203502,0.00359977144646148,0.0392203906251617
25.2288927599682,-1.28140439791726,0.442572932323304,-2.89535193937522,0.00378733648770744,0.0406752734607112
39.2251609461305,-1.03059661208529,0.356638619162874,-2.889750455249,0.00385547747682294,0.0411641316406576
26.8515744250873,1.25313831732944,0.434402855834947,2.88473775090828,0.00391739838584117,0.041619725189357
36.4583633409303,1.05455876090972,0.366068944114747,2.88076543466403,0.003967107570656,0.0420348549493972
28.064090437476,1.31548509372704,0.457773302077043,2.87366058212291,0.00405744753124642,0.04270585087981
40.882119061075,-1.03083896463254,0.36374582252233,-2.83395409872854,0.00459759353241161,0.0472276518218941
